timestamp,svid,constellation,cn0_dbhz,elevation_deg,azimuth_deg,used_in_fix,carrier_freq_hz,agc_db,baseband_cn0_dbhz
2026-02-23T16:33:03.779895,6,GLONASS,34.0,,,True,,,
2026-02-23T16:33:03.779895,7,GLONASS,38.0,,,True,,,
2026-02-23T16:33:03.779895,8,GALILEO,30.0,,,True,,,
2026-02-23T16:33:03.779895,9,GALILEO,34.0,,,True,,,
2026-02-23T16:33:03.779895,10,GALILEO,38.0,,,True,,,
2026-02-23T16:33:05.043013,1,GPS,30.0,,,True,,,
2026-02-23T16:33:05.043013,2,GPS,32.7,,,True,,,
2026-02-23T16:33:05.043013,3,GPS,35.3,,,True,,,
2026-02-23T16:33:05.043013,4,GPS,38.0,,,True,,,
2026-02-23T16:33:05.043013,5,GLONASS,30.0,,,True,,,
2026-02-23T16:33:05.043013,6,GLONASS,34.0,,,True,,,
2026-02-23T16:33:05.043013,7,GLONASS,38.0,,,True,,,
2026-02-23T16:33:05.043013,8,GALILEO,30.0,,,True,,,
2026-02-23T16:33:05.043013,9,GALILEO,34.0,,,True,,,
2026-02-23T16:33:05.043013,10,GALILEO,38.0,,,True,,,
2026-02-23T16:33:06.293131,1,GPS,30.0,,,True,,,
2026-02-23T16:33:06.293131,2,GPS,32.7,,,True,,,
2026-02-23T16:33:06.293131,3,GPS,35.3,,,True,,,
2026-02-23T16:33:06.293131,4,GPS,38.0,,,True,,,
2026-02-23T16:33:06.293131,5,GLONASS,30.0,,,True,,,
2026-02-23T16:33:06.293131,6,GLONASS,34.0,,,True,,,
2026-02-23T16:33:06.293131,7,GLONASS,38.0,,,True,,,
2026-02-23T16:33:06.293131,8,GALILEO,30.0,,,True,,,
2026-02-23T16:33:06.293131,9,GALILEO,34.0,,,True,,,
2026-02-23T16:33:06.293131,10,GALILEO,38.0,,,True,,,
2026-02-23T16:33:07.549973,1,GPS,30.0,,,True,,,
2026-02-23T16:33:07.549973,2,GPS,32.7,,,True,,,
2026-02-23T16:33:07.549973,3,GPS,35.3,,,True,,,
2026-02-23T16:33:07.549973,4,GPS,38.0,,,True,,,
2026-02-23T16:33:07.549973,5,GLONASS,30.0,,,True,,,
2026-02-23T16:33:07.549973,6,GLONASS,34.0,,,True,,,
2026-02-23T16:33:07.549973,7,GLONASS,38.0,,,True,,,
2026-02-23T16:33:07.549973,8,GALILEO,30.0,,,True,,,
2026-02-23T16:33:07.549973,9,GALILEO,34.0,,,True,,,
2026-02-23T16:33:07.549973,10,GALILEO,38.0,,,True,,,
2026-02-23T16:33:08.803974,1,GPS,30.0,,,True,,,
2026-02-23T16:33:08.803974,2,GPS,32.7,,,True,,,
2026-02-23T16:33:08.803974,3,GPS,35.3,,,True,,,
2026-02-23T16:33:08.803974,4,GPS,38.0,,,True,,,
2026-02-23T16:33:08.803974,5,GLONASS,30.0,,,True,,,
2026-02-23T16:33:08.803974,6,GLONASS,34.0,,,True,,,
2026-02-23T16:33:08.803974,7,GLONASS,38.0,,,True,,,
2026-02-23T16:33:08.803974,8,GALILEO,30.0,,,True,,,
2026-02-23T16:33:08.803974,9,GALILEO,34.0,,,True,,,
2026-02-23T16:33:08.803974,10,GALILEO,38.0,,,True,,,
2026-02-23T16:33:10.072232,1,GPS,30.0,,,True,,,
2026-02-23T16:33:10.072232,2,GPS,32.7,,,True,,,
2026-02-23T16:33:10.072232,3,GPS,35.3,,,True,,,
2026-02-23T16:33:10.072232,4,GPS,38.0,,,True,,,
2026-02-23T16:33:10.072232,5,GLONASS,30.0,,,True,,,
2026-02-23T16:33:10.072232,6,GLONASS,34.0,,,True,,,
2026-02-23T16:33:10.072232,7,GLONASS,38.0,,,True,,,
2026-02-23T16:33:10.072232,8,GALILEO,30.0,,,True,,,
2026-02-23T16:33:10.072232,9,GALILEO,34.0,,,True,,,
2026-02-23T16:33:10.072232,10,GALILEO,38.0,,,True,,,
2026-02-23T16:33:11.329516,1,GPS,30.0,,,True,,,
2026-02-23T16:33:11.329516,2,GPS,32.7,,,True,,,
2026-02-23T16:33:11.329516,3,GPS,35.3,,,True,,,
2026-02-23T16:33:11.329516,4,GPS,38.0,,,True,,,
2026-02-23T16:33:11.329516,5,GLONASS,30.0,,,True,,,
2026-02-23T16:33:11.329516,6,GLONASS,34.0,,,True,,,
2026-02-23T16:33:11.329516,7,GLONASS,38.0,,,True,,,
2026-02-23T16:33:11.329516,8,GALILEO,30.0,,,True,,,
2026-02-23T16:33:11.329516,9,GALILEO,34.0,,,True,,,
2026-02-23T16:33:11.329516,10,GALILEO,38.0,,,True,,,
2026-02-23T16:33:12.597514,1,GPS,30.0,,,True,,,
2026-02-23T16:33:12.597514,2,GPS,32.7,,,True,,,
2026-02-23T16:33:12.597514,3,GPS,35.3,,,True,,,
2026-02-23T16:33:12.597514,4,GPS,38.0,,,True,,,
2026-02-23T16:33:12.597514,5,GLONASS,30.0,,,True,,,
2026-02-23T16:33:12.597514,6,GLONASS,34.0,,,True,,,
2026-02-23T16:33:12.597514,7,GLONASS,38.0,,,True,,,
2026-02-23T16:33:12.597514,8,GALILEO,30.0,,,True,,,
2026-02-23T16:33:12.597514,9,GALILEO,34.0,,,True,,,
2026-02-23T16:33:12.597514,10,GALILEO,38.0,,,True,,,
